name,api
Rajawali,"['abs', 'red', 'update', 'Uniform3f', 'Context', 'flush', 'Viewport', 'Realtime', 'format', 'remove', 'String', 'Index', 'Surface', 'interrupt', 'Disable', 'Listener', 'Texture', 'Dreaming', 'array', 'new', 'Scale', 'Trace', 'print', 'reset', 'File', 'Stopped', 'starts', 'Orthof', 'gc', 'Op', 'Thread', 'Offsets', 'hash', 'value', 'open', 'synchronized', 'values', 'On', 'Method', 'Mipmap', 'Raw', 'execute', 'Renderer', 'for', 'split', 'draw', 'ends', 'poll', 'Elements', 'run', 'float', 'Data', 'More', 'Destroy', 'Started', 'Active', 'tex', 'Read', 'Choose', 'Log', 'max', 'Front', 'Double', 'Bitmap', 'make', 'Ui', 'iterator', 'Pointer', 'Make', 'next', 'Configs', 'Programiv', 'delete', 'Absolute', 'Size', 'Digit', 'compact', 'Use', 'mark', 'contains', 'Unsigned', 'sort', 'D', 'Program', 'e', 'Processors', 'green', 'Instance', 'Upper', 'Blend', 'Mode', 'Preview', 'Framebuffers', 'Color', 'Format', 'copy', 'Tex', 'Buffer', 'HSV', 'trim', 'Sequence', 'Na', 'Next', 'Gen', 'Height', 'Pool', 'External', 'recycle', 'Uniform1f', 'Clear', 'Code', 'double', 'GL', 'Attrib', 'is', '<init>', 'Resources', 'd', 'Interpolation', 'nano', 'Textures', 'Current', 'acos', 'order', 'Source', 'offer', 'Visibility', 'Child', 'Config', 'shutdown', 'Array', 'exists', 'set', 'Stack', 'Line', 'Entry', 'release', 'Enabled', 'int', 'Type', 'Runtime', 'Key', 'on', 'Integer', 'Int', 'Offset', 'position', 'sqrt', 'color', 'Status', 'replace', 'add', 'Millis', 'log10', 'allocate', 'Large', 'At', 'Identifier', 'UTF', 'Attributes', 'get', 'exp', 'Text', 'Is', 'Now', 'floor', 'list', 'Swap', 'Detached', 'write', 'Remaining', 'Parameteri', 'Uniform2fv', 'Matrix3fv', 'Declared', 'destroy', 'decode', 'Attached', 'Get', 'With', 'Assets', 'min', 'Changed', 'Mult', 'Begin', 'Uniform', 'Direct', 'argb', 'native', 'index', 'put', 'Scaled', 'v', 'Accessible', 'parse', 'Draw', 'peek', 'read', 'close', 'Event', 'Looper', 'height', 'Float', 'matches', 'And', 'Initialize', 'Face', 'Degrees', 'Resource', 'arraycopy', 'Canonical', 'compare', 'rgb', 'Encoded', 'Resume', 'Uniform4fv', 'post', 'sin', 'send', 'Value', 'Parent', 'System', 'Vertex', 'substring', 'obtain', 'Order', 'length', 'Callback', 'All', 'as', 'char', 'schedule', 'size', 'create', 'Rate', 'Long', 'Pixels', 'EGL', 'Class', 'Sub', 'Texture2', 'Integerv', 'blue', 'Display', 'View', 'round', 'List', 'Constructor', 'Available', 'Mask', 'Pixel', 'current', 'Uniform1i', 'Frustumf', 'Image2', 'rewind', 'append', 'Storage', 'Directory', 'Info', 'Pause', 'Service', 'Touch', 'Shader', 'UUID', 'New', 'Buffers', 'Case', 'Depthf', 'Depth', 'atan2', 'duration', 'Field', 'Frame', 'entry', 'Memory', 'i', 'Uniform3fv', 'Create', 'Notifications', 'Bytes', 'Window', 'Name', 'N', 'invoke', 'Renderbuffer', 'skip', 'Default', 'show', 'key', 'Matrix4fv', 'Radians', 'Rect', 'Image', 'Byte', 'sub', 'log', 'w', 'Token', 'Render', 'Boolean', 'Cull', 'X', 'Destroyed', 'Empty', 'last', 'glu', 'Compile', 'Refresh', 'Compressed', 'tan', 'Framebuffer', 'Package', 'count', 'Error', 'Copy', 'Y', 'Count', 'wrap', 'Lower', 'Uniform4f', 'random', 'egl', 'Set', 'Tokens', 'Simple', 'erase', 'Shaderiv', 'Factor', 'From', 'Infinite', 'available', 'cos', 'short', 'Terminate', 'Stencil', 'to', 'Link', 'Stream', 'has', 'Parameterf', 'uptime', 'gl', 'push', 'ceil', 'Bits', 'remaining', 'Action', 'Bind', 'duplicate', 'Enable', 'alpha', 'Of', 'Width', 'compress', 'clear', 'Main', 'Delete', 'capacity', 'width', 'elapsed', 'Hex', 'Renderbuffers', 'Background', 'equals', 'Message', 'Fixed', 'Ignore', 'asin', 'Increment', 'boolean', 'encode', 'Matrixf', 'Check', 'Time', 'Location', 'Styled', 'Hint', 'Path', 'To', 'Row', 'Func', 'pow', 'Generate', 'pop', 'long', 'Short', 'Attach', 'Fully', 'Xfermode', 'Scheduled', 'Views', 'limit']"
Adrunner,"['Object', 'Exception', 'Next', 'Channel', 'read', 'flush', 'Cache', 'close', 'Code', 'Boolean', 'format', 'Empty', 'last', 'remove', 'String', 'interrupt', 'is', '<init>', 'Resources', 'Priority', 'new', 'Lower', 'Modified', 'File', 'random', 'Uncaught', 'Content', 'substring', 'value', 'Simple', 'Array', 'exists', 'length', 'set', 'Line', 'All', 'From', 'execute', 'size', 'create', 'ends', 'to', 'has', 'Class', 'Files', 'on', 'Dir', 'Entity', 'transfer', 'Status', 'Double', 'Of', 'add', 'sleep', 'clear', 'current', 'Millis', 'iterator', 'append', 'Directory', 'Handler', 'next', 'delete', 'get', 'equals', 'Message', 'JSON', 'Ignore', 'New', 'list', 'Case', 'contains', 'write', 'Time', 'i', 'Alive', 'e', 'start', 'Instance', 'Create', 'Color', 'With', 'Name', 'Default', 'mkdir', 'index', 'trim']"
DialogPlus,"['Margins', 'Footer', 'Animation', 'Height', 'Action', 'Position', 'post', 'find', 'Decor', 'start', 'Params', 'Child', 'Parent', 'Pixel', 'Event', 'By', 'add', 'request', 'remove', 'set', 'On', 'from', 'Manager', 'load', 'Id', 'Raw', 'At', 'Identifier', 'Dimension', 'Padding', 'Layout', 'get', 'Window', 'Background', 'Resource', 'Listener', 'Touch', '<init>', 'Resources', 'Size', 'Header', 'Adapter', 'Num', 'inflate', 'fill', 'Item', 'Default', 'Focus', 'Y', 'Count', 'Key', 'Columns', 'Display', 'View', 'on', 'Click', 'Top']"
Application Component,"['Canonical', 'get', 'Name', '<init>', 'append', 'to', 'String']"
Sudokeymanager,"['Next', 'update', 'w', 'Char', 'read', 'close', 'Null', 'Code', 'format', 'Empty', 'remove', 'String', 'Index', 'initialize', 'Private', 'Throw', 'is', '<init>', 'Provider', 'Or', 'Randomized', 'Lower', 'Encoded', 'Final', 'verify', 'Element', 'starts', 'Value', 'Set', 'hash', 'substring', 'value', 'Simple', 'Array', 'Required', 'length', 'set', 'SQL', 'Entry', 'All', 'for', 'available', 'size', 'Providers', 'unmodifiable', 'to', 'Column', 'generate', 'Class', 'has', 'Elements', 'Paddings', 'Blob', 'move', 'Map', 'Key', 'More', 'Block', 'do', 'require', 'aliases', 'Pair', 'Of', 'add', 'clear', 'current', 'Millis', 'iterator', 'append', 'Suppressed', 'At', 'Encryption', 'next', 'delete', 'get', 'equals', 'Size', 'init', 'Message', 'empty', 'Certificate', 'Case', 'exec', 'contains', 'digest', 'Secret', 'Verify', 'sign', 'write', 'entry', 'Non', 'Public', 'Time', 'e', 'query', 'Instance', 'insert', 'To', 'build', 'copy', 'With', 'Bytes', 'Name', 'Cause', 'Sign', 'Modes', 'put', 'Byte', 'load', 'trim']"
ImagePipelineTest,"['Height', 'Config', 'value', 'Of', 'Width', 'clear', 'Mutable', 'Row', 'append', 'At', 'String', 'size', 'Bytes', 'get', 'is', '<init>', 'to', 'put', 'key', 'Count', 'Byte']"
Stetho HttpURLConnection Module,"['Field', 'entry', 'Next', 'Properties', 'Value', 'URL', 'Set', 'close', 'hash', 'Code', 'add', 'Response', 'Fields', 'Method', 'iterator', 'String', 'next', 'for', 'size', 'create', 'Request', 'get', 'Name', 'equals', '<init>', 'Header', 'Message', 'to', 'has', 'Ignore', 'Case', 'Key', 'write']"
Signature Pad,"['Na', 'Height', 'parse', 'Alias', 'Anti', 'recycle', 'Stroke', 'Event', 'Intercept', 'Code', 'Boolean', 'Laid', 'X', 'remove', 'Float', 'Restore', 'String', 'Style', 'Disallow', 'Layout', 'Listener', 'is', 'Out', '<init>', 'Resources', 'Y', 'Join', 'Tag', 'Value', 'hash', 'obtain', 'value', 'set', 'On', 'Infinite', 'int', 'size', 'create', 'draw', 'to', 'Class', 'ceil', 'Display', 'round', 'on', 'Theme', 'Action', 'sqrt', 'max', 'Pixel', 'Of', 'Width', 'add', 'request', 'Bitmap', 'current', 'Millis', 'clear', 'append', 'Cap', 'Attributes', 'get', 'Point', 'equals', 'Touch', 'Size', 'Parcelable', 'Length', 'boolean', 'State', 'Global', 'Save', 'Time', 'Styled', 'Metrics', 'Instance', 'To', 'Dimension', 'Color', 'min', 'pow', 'N', 'put', 'Rect']"
Librarysimplified UI Thread API,"['Of', 'copy', 'current', 'format', 'Looper', 'get', 'Main', 'post', 'Thread', '<init>', 'Delayed', 'to', 'String']"
NoHttp,"['Scaled', 'Next', 'Accessible', 'println', 'Height', 'parse', 'matcher', 'Pool', 'Context', 'w', 'Domain', 'Char', 'Token', 'Channel', 'Address', 'read', 'recycle', 'Queue', 'flush', 'Recycled', 'Cache', 'close', 'Code', 'Realtime', 'Mime', 'compile', 'Looper', 'format', 'Socket', 'Empty', 'last', 'remove', 'Activity', 'matches', 'Country', 'And', 'Protocols', 'Follow', 'String', 'Index', 'Input', 'disconnect', 'lock', 'Flags', 'Streaming', 'Write', 'is', '<init>', 'Resources', 'Header', 'Readable', 'new', 'Zone', 'Host', 'Transaction', 'Error', 'rename', 'compare', 'Hostname', 'Lower', 'Connect', 'Extension', 'Final', 'keys', 'Inet', 'Element', 'File', 'starts', 'Secure', 'Max', 'Application', 'post', 'Value', 'Thread', 'URL', 'increment', 'Set', 'System', 'hash', 'Cached', 'substring', 'value', 'open', 'Simple', 'Array', 'Suites', 'exists', 'Tokens', 'Subtype', 'length', 'set', 'Discard', 'Method', 'SQL', 'Line', 'char', 'All', 'Connected', 'From', 'Successful', 'take', 'execute', 'Enabled', 'available', 'size', 'create', 'Type', 'split', 'Addresses', 'Property', 'end', 'Long', 'Open', 'Output', 'ends', 'to', 'Stream', 'Column', 'has', 'Class', 'Chunked', 'Elements', 'Loopback', 'run', 'Span', 'connect', 'Protocol', 'move', 'begin', 'Key', 'Bounds', 'Files', 'More', 'Int', 'Dir', 'Do', 'Active', 'Block', 'do', 'Read', 'List', 'Available', 'Drawables', 'Front', 'max', 'notify', 'Drawable', 'replace', 'join', 'Of', 'Comment', 'add', 'Age', 'compress', 'Width', 'Bitmap', 'current', 'Millis', 'clear', 'Timeout', 'Main', 'iterator', 'append', 'Directory', 'At', 'Info', 'next', 'elapsed', 'Cipher', 'Hex', 'delete', 'Request', 'Background', 'get', 'Verifier', 'Absolute', 'Service', 'equals', 'Language', 'Size', 'Message', 'init', 'Delayed', 'empty', 'Fixed', 'Ignore', 'Length', 'New', 'wait', 'list', 'Case', 'Factory', 'exec', 'contains', 'boolean', 'Increment', 'digest', 'Minimum', 'SSL', 'seek', 'write', 'encode', 'entry', 'State', 'Connection', 'Singleton', 'Time', 'raw', 'i', 'Blocks', 'start', 'Network', 'Callbacks', 'Database', 'Path', 'Response', 'Instance', 'Upper', 'Fields', 'Redirects', 'decode', 'insert', 'Mode', 'To', 'Query', 'Get', 'unlock', 'mkdirs', 'Color', 'Url', 'With', 'Bytes', 'min', 'Name', 'opt', 'Version', 'Closed', 'Supported', 'invoke', 'can', 'Cause', 'Default', 'index', 'put', 'key', 'Compound', 'Portlist', 'Interfaces', 'Byte', 'Writable', 'trim']"
StyledDialogs For Android,"['Sequence', 'Year', 'Height', 'update', 'Outside', 'Context', 'Char', 'recycle', 'instantiate', 'Boolean', 'format', 'Empty', 'from', 'String', 'Date', 'Listener', 'is', '<init>', 'Resources', 'Zone', 'In', 'Selection', 'Current', 'Application', 'Value', 'Visibility', 'obtain', 'value', 'Array', 'set', 'On', 'int', 'Long', 'to', 'Item', 'Divider', 'Bounds', 'View', 'on', 'Int', 'Destroy', 'Canceled', 'Theme', 'Hour', 'List', 'Drawables', 'Drawable', 'Pixel', 'Of', 'By', 'add', 'Minute', 'Millis', 'current', 'Id', 'Attributes', 'Background', 'get', 'Touch', 'Text', 'Size', 'Message', 'Adapter', 'Day', 'inflate', 'Selector', 'Intrinsic', 'Click', 'State', 'Time', 'Is24', 'find', 'Styled', 'Instance', 'Month', 'Dimension', 'Color', 'Html', 'With', 'Padding', 'Window', 'Name', 'Dismiss', 'put', 'Compound']"
Maven Android OAuth Java,"['Entity', 'entry', 'starts', 'Parameter', 'Next', 'parse', 'Policy', 'Status', 'Load', 'Value', 'Thread', 'e', 'Visibility', 'Client', 'Set', 'start', 'Code', 'add', 'Create', 'make', 'Query', 'set', 'build', 'Activity', 'On', 'Line', 'iterator', 'append', 'All', 'String', 'Web', 'permit', 'next', 'execute', 'Url', 'With', 'create', 'Resource', 'get', 'Listener', '<init>', 'Text', 'Header', 'to', 'has', 'd', 'put', 'show', 'Key', 'View', 'on', 'Click', 'load']"
HoloColorPicker Library,"['State', 'red', 'Save', 'Action', 'sqrt', 'sin', 'color', 'recycle', 'Circle', 'Styled', 'alpha', 'Stroke', 'green', 'Pixel', 'obtain', 'Intercept', 'Width', 'Event', 'Boolean', 'Array', 'Instance', 'request', 'X', 'Arc', 'Mode', 'set', 'To', 'Float', 'Alpha', 'Restore', 'translate', 'Dimension', 'Color', 'Style', 'Disallow', 'Changed', 'cos', 'min', 'Attributes', 'get', 'draw', 'Oval', 'Touch', 'Shader', '<init>', 'Size', 'argb', 'Resources', 'to', 'Parcelable', 'put', 'Y', 'on', 'contains', 'Radians', 'blue', 'Rect', 'atan2', 'round', 'Key', 'Int', 'HSV']"
Android Form Edittext,"['Next', 'Accessible', 'Height', 'matcher', 'parse', 'Loader', 'recycle', 'Boolean', 'compile', 'Bottom', 'format', 'Empty', 'remove', 'matches', 'String', 'Date', 'Listener', 'is', '<init>', 'dismiss', 'new', 'Error', 'Focus', 'Top', 'Left', 'Trimmed', 'Assignable', 'Parent', 'substring', 'value', 'obtain', 'length', 'set', 'On', 'Method', 'as', 'From', 'Enabled', 'for', 'split', 'Dialog', 'to', 'has', 'Class', 'Button', 'Key', 'on', 'Int', 'Action', 'List', 'Constructor', 'Of', 'add', 'Pre', 'Ime', 'iterator', 'next', 'Attributes', 'get', 'equals', 'Text', 'Ignore', 'Length', 'Case', 'Editor', 'Click', 'Field', 'Only', 'Time', 'Declared', 'Styled', 'Instance', 'Changed', 'Padding', 'Name', 'Right', 'invoke', 'Digits', 'show', 'load']"
Expandable RecyclerView,"['Recycler', 'Next', 'Position', 'find', 'Value', 'Of', 'value', 'add', 'For', 'Attached', 'To', 'set', 'remove', 'On', 'iterator', 'All', 'From', 'next', 'size', 'get', 'Listener', 'equals', '<init>', 'Adapter', 'has', 'index', 'put', 'Serializable', 'Holder', 'Detached', 'contains', 'Key', 'boolean', 'View', 'on', 'Click']"
Android SpringIndicator,"['Next', 'Play', 'Accessible', 'Height', 'Change', 'atan', 'Draw', 'Alias', 'recycle', 'Anti', 'Circle', 'Stroke', 'Event', 'Intercept', 'X', 'Float', 'Style', 'play', 'Layout', 'Resource', 'Scroll', 'Scrolled', 'Listener', '<init>', 'Y', 'Count', 'reset', 'line', 'Current', 'sin', 'Selected', 'Gravity', 'Page', 'obtain', 'Simple', 'Array', 'set', 'On', 'Orientation', 'size', 'cos', 'draw', 'has', 'Item', 'quad', 'move', 'View', 'on', 'Int', 'Width', 'add', 'iterator', 'Id', 'next', 'Delay', 'Attributes', 'Background', 'get', 'Evaluator', 'Touch', 'Text', 'Size', 'Adapter', 'with', 'Interpolator', 'Click', 'Field', 'State', 'Start', 'Time', 'Title', 'Declared', 'e', 'Styled', 'Params', 'start', 'Path', 'To', 'Dimension', 'Color', 'Changed', 'Name', 'of', 'Duration']"
Android Auth,"['Extra', 'start', 'For', 'get', 'Name', 'Result', 'Empty', 'show', 'Activity', 'is', '<init>', 'append', 'to', 'String', 'Class']"
DragSortListView,"['Scaled', 'abs', 'Height', 'parse', 'Context', 'Stable', 'w', 'External', 'Draw', 'register', 'recycle', 'flush', 'Cache', 'close', 'Event', 'Intercept', 'Checked', 'Boolean', 'Observer', 'Bottom', 'X', 'Empty', 'remove', 'Float', 'Screen', 'String', 'Index', 'Disallow', 'Layout', 'Resource', 'Throw', 'is', '<init>', 'Header', 'd', 'Or', 'Drawing', 'Y', 'Count', 'layout', 'Top', 'toggle', 'File', 'Left', 'Ids', 'Visible', 'Items', 'Value', 'Visibility', 'Child', 'Set', 'System', 'obtain', 'value', 'exists', 'length', 'set', 'On', 'Down', 'Raw', 'All', 'Enabled', 'int', 'size', 'create', 'Type', 'draw', 'to', 'Column', 'has', 'Class', 'Item', 'Cursor', 'Drop', 'uptime', 'Children', 'Bounds', 'Data', 'View', 'round', 'on', 'Int', 'Spec', 'Action', 'Position', 'max', 'Drawable', 'Pixel', 'Of', 'Width', 'By', 'request', 'Bitmap', 'add', 'clear', 'Millis', 'make', 'clip', 'Longpress', 'Id', 'append', 'Storage', 'Directory', 'At', 'translate', 'Layer', 'Pressed', 'delete', 'Attributes', 'Background', 'get', 'Service', 'Touch', 'Size', 'Message', 'Text', 'Adapter', 'First', 'inflate', 'Is', 'New', 'Slop', 'contains', 'Measure', 'URI', 'write', 'swap', 'Requested', 'find', 'Location', 'Styled', 'Params', 'Measured', 'Mode', 'Alpha', 'dispatch', 'measure', 'Dimension', 'Color', 'Changed', 'Padding', 'min', 'save', 'Name', 'are', 'put', 'index', 'key', 'Views', 'change', 'Image', 'Rect', 'restore']"
Android BetterPickers,"['abs', 'Preferences', 'Context', 'Alias', 'Bottom', 'format', 'remove', 'Manager', 'Country', 'String', 'Index', 'Loggable', 'Layout', 'Scroll', 'Listener', 'in', 'fill', 'new', 'Description', 'Selection', 'divide', 'Trace', 'print', 'Strings', 'Ds', 'starts', 'Visible', 'Am', 'Tag', 'Tap', 'value', 'open', 'I', 'On', 'descent', 'Raw', 'split', 'draw', 'end', 'ends', 'Drop', 'move', 'format2445', 'Bounds', 'Animation', 'Spec', 'Position', 'max', 'Double', 'Calling', 'Timeout', 'Finish', 'make', 'iterator', 'Pointer', 'next', 'Spannable', 'Point', 'Language', 'Created', 'Size', 'Digit', 'inflate', 'Slop', 'contains', 'sort', 'e', 'Instance', 'Measured', 'Upper', 'Mode', 'Paging', 'Dimension', 'Color', 'Format', 'Send', 'Right', 'load', 'trim', 'Next', 'Height', 'Feature', 'Remainder', 'register', 'recycle', 'Stroke', 'Code', 'double', 'Activity', 'Restore', 'Haptic', 'Input', 'edit', 'User', 'is', '<init>', 'Resources', 'd', 'Transaction', 'Rule', 'Showing', 'Current', 'Source', 'Selected', 'Visibility', 'Child', 'fake', 'Array', 'set', 'Stack', 'Line', 'Enabled', 'int', 'Type', 'Letter', 'is24', 'Fragment', 'Span', 'begin', 'Key', 'Fake', 'on', 'Integer', 'Int', 'Offset', 'Daylight', 'ascent', 'sqrt', 'replace', 'Configuration', 'add', 'By', 'Millis', 'At', 'check', 'Attributes', 'get', 'Offscreen', 'Text', 'Parcelable', 'Now', 'Events', 'write', 'Save', 'find', 'Declared', 'Params', 'Timezone', 'Alpha', 'dispatch', 'DST', 'With', 'Assets', 'min', 'Changed', 'Messages', 'filter', 'Delegate', 'index', 'put', 'Drag', 'vibrate', 'Duration', 'Scaled', 'Accessible', 'parse', 'Draw', 'Anti', 'Circle', 'read', 'close', 'Event', 'Float', 'And', 'Initialize', 'Resource', 'Off', 'Scrolled', 'announce', 'scale', 'Important', 'In', 'Zone', 'Focus', 'compare', 'Resume', 'Top', 'Exploration', 'apply', 'post', 'sin', 'send', 'Value', 'Parent', 'System', 'Content', 'obtain', 'substring', 'Order', 'Soft', 'length', 'Popup', 'Back', 'All', 'char', 'Editable', 'size', 'create', 'Long', 'Class', 'switch', 'Align', 'Display', 'View', 'Hour', 'Asset', 'List', 'Available', 'Drawable', 'Pixel', 'current', 'perform', 'Uri', 'append', 'Info', 'Pressed', 'cancel', 'Pause', 'Service', 'Touch', 'Quantity', 'First', 'Case', 'Field', 'State', 'i', 'Metrics', 'Create', 'Dragging', 'Window', 'Name', 'unregister', 'normalize', 'Pm', 'Default', 'show', 'key', 'Rect', 'Image', 'Change', 'w', 'Parcel', 'Token', 'Accessibility', 'Populate', 'Checked', 'Boolean', 'Observer', 'X', 'For', 'Empty', 'Screen', 'Date', 'Style', 'Inflate', 'Package', 'Typeface', 'Savings', 'Or', 'Y', 'Count', 'Lower', 'layout', 'Weekdays', 'use', 'Left', 'Application', 'Set', 'Page', 'Down', 'From', 'Resolver', 'ID', 'cos', 'intersect', 'Dialog', 'Shared', 'to', 'has', 'Local', 'invalidate', 'uptime', 'Item', 'hide', 'Limit', 'Children', 'Action', 'Range', 'Of', 'Width', 'request', 'clear', 'Week', 'Id', 'Node', 'Friction', 'Background', 'digit', 'equals', 'Day', 'Adapter', 'Length', 'Ignore', 'asin', 'boolean', 'Measure', 'Click', 'Bold', 'Time', 'Julian', 'Location', 'Self', 'Styled', 'Hint', 'Callbacks', 'Feedback', 'Permission', 'To', 'Short', 'offset', 'Dismiss', 'Delayed']"
Parallax ScrollView and ListView For Android,"['Next', 'State', 'Animation', 'Translation', 'recycle', 'Styled', 'start', 'Child', 'obtain', 'add', 'Boolean', 'Finish', 'Bottom', 'clear', 'set', 'Float', 'On', 'And', 'Alpha', 'iterator', 'At', 'next', 'Inflate', 'Changed', 'Attributes', 'min', 'get', 'Scroll', 'Listener', 'equals', '<init>', 'Header', 'has', 'offset', 'Y', 'Count', 'Fill', 'View', 'on', 'Int', 'Top', 'After', 'Duration']"
Apptimize Integration For Segment Android Analytics,"['next', 'value', 'Next', 'int', 'Of', 'get', 'Key', 'Value', '<init>', 'iterator', 'has']"
Android Transition,"['Next', 'abs', 'Height', 'Change', 'Context', 'w', 'Translation', 'Slide', 'Code', 'Observer', 'X', 'remove', 'from', 'String', 'Layout', 'Animated', 'Listener', 'clone', 'is', '<init>', 'Transformer', 'Scale', 'arraycopy', 'Interpolation', 'Trace', 'Y', 'print', 'Count', 'Rotation', 'post', 'Visible', 'Tag', 'Value', 'Visibility', 'Child', 'Page', 'hash', 'substring', 'value', 'Simple', 'length', 'set', 'values', 'Stack', 'On', 'All', 'size', 'Open', 'ends', 'to', 'has', 'Class', 'invalidate', 'Item', 'float', 'Data', 'View', 'on', 'Icon', 'Tree', 'Animation', 'Action', 'color', 'Menu', 'Decor', 'Drawable', 'Drawer', 'Of', 'Width', 'add', 'By', 'request', 'clear', 'current', 'Millis', 'Id', 'append', 'iterator', 'At', 'next', 'Options', 'Background', 'get', 'equals', 'Opened', 'inflate', 'contains', 'State', 'Global', 'Time', 'sort', 'i', 'find', 'e', 'Params', 'start', 'Instance', 'To', 'Alpha', 'Inflater', 'Color', 'With', 'Changed', 'Window', 'Name', 'Closed', 'index', 'put', 'key', 'Image', 'Group', 'Delayed', 'HSV']"
Adnets Mobfox,"['parse', 'Boolean', '<init>']"
Driven Dropbox,"['Next', 'parse', 'List', 'i', 'e', 'start', 'Extra', 'add', 'Boolean', 'Create', 'For', 'length', 'Activity', 'iterator', 'append', 'as', 'String', 'next', 'get', 'Result', '<init>', 'Message', 'to', 'has', 'put', 'Resume', 'on', 'Int']"
Circle Button Android Library,"['apply', 'red', 'Values', 'Draw', 'recycle', 'Circle', 'Styled', 'start', 'alpha', 'Stroke', 'green', 'Metrics', 'obtain', 'Width', 'set', 'Float', 'Alpha', 'Dimension', 'Style', 'Color', 'Pressed', 'Changed', 'min', 'Attributes', 'get', 'draw', '<init>', 'Size', 'argb', 'of', 'blue', 'Display', 'on', 'Integer', 'Duration']"
